cl	ch	pe	sens
22	33	2.75	1.09
22	34	31.00	0.73
22	35	3.28	0.73
22	36	25.04	0.88
22	37	2.81	0.88
22	38	22.03	1.06
22	39	2.45	1.06
22	40	55.18	0.39
22	41	3.31	0.39
22	42	33.39	0.72
22	43	1.46	0.72
22	44	28.81	0.85
22	45	3.63	0.85
22	46	34.05	0.75
22	47	3.55	0.75
22	48	42.29	0.64
22	49	2.97	0.64
22	50	41.98	0.70
22	51	2.50	0.70
22	52	28.39	0.83
22	53	2.87	0.83
22	54	31.16	0.83
22	55	4.00	0.83
22	56	40.47	0.57
22	57	1.85	0.57
22	58	28.59	0.84
22	59	2.69	0.84
